company,product_name,rating,category,country,county,cat_code,alpha_3,country_code,region,sub_region,region_code,sub_region_code
Royal FrieslandCampina,Noord Holland Gouda extra old,BRONZE,Gouda – made before 01/12/20,Netherlands,,5246,NLD,528,Europe,Western Europe,150,155
De Graafstroom,Bonck van Blesckens - Extra Pikant,BRONZE,Gouda – made before 01/12/20,Netherlands,,5246,NLD,528,Europe,Western Europe,150,155
Cono Kaasmakers (Beemster Cheese),Beemster Classic,BRONZE,Gouda – made before 01/12/20,Netherlands,,5246,NLD,528,Europe,Western Europe,150,155
Kaashandel Remijn,Royal Blue 48+  View  Stockists,BRONZE,Gouda – made before 01/12/20,Netherlands,,5246,NLD,528,Europe,Western Europe,150,155
Cono Kaasmakers (Beemster Cheese),Beemster X-O-,BRONZE,Gouda – made before 01/12/20,Netherlands,,5246,NLD,528,Europe,Western Europe,150,155
MAAZ Cheese B.V.,Veldhuyzen Black Label,SILVER,Gouda – made before 01/12/20,Netherlands,,5246,NLD,528,Europe,Western Europe,150,155
Wijngaard Kaas B.V.,Reypenaer V.S.O.P.,SILVER,Gouda – made before 01/12/20,Netherlands,,5246,NLD,528,Europe,Western Europe,150,155
De Graafstroom,De Graafstroom - Oud,SILVER,Gouda – made before 01/12/20,Netherlands,,5246,NLD,528,Europe,Western Europe,150,155
Kaashandel Remijn,Aged Artisan Cheese BGO  View  Stockists,SILVER,Gouda – made before 01/12/20,Netherlands,,5246,NLD,528,Europe,Western Europe,150,155
De Graafstroom,De Graafstroom - Overjarig,SUPER GOLD,Gouda – made before 01/12/20,Netherlands,,5246,NLD,528,Europe,Western Europe,150,155
Caws Teifi Ch,Teifi Mature  View  Stockists,SILVER,Gouda – made before 01/12/20,United Kingdom,Ceredigion,5246,GBR,826,Europe,Northern Europe,150,154
Gmundner Molkerei eGen (mbH),Gmundner Milch Gmundner Berg Premium - 5 Monate gereift,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,Austria,,5247,AUT,40,Europe,Western Europe,150,155
Gebrüeder Woerle Ges.m.b.H.,Woerle Herzstück Bauernkäse aus Heumilch - Woerle Herzstück Bauernkäse made from Hay Milk,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,Austria,,5247,AUT,40,Europe,Western Europe,150,155
Gmundner Molkerei eGen (mbH),Gmundner Milch Gmundner Berg Premium - 4 Monate gereift,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,Austria,,5247,AUT,40,Europe,Western Europe,150,155
Gebrüeder Woerle Ges.m.b.H.,Woerle Herzstück Heumond Kas aus Heumilch - Woerle Herzstück Heumond Cheese made from Hay Milk,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,Austria,,5247,AUT,40,Europe,Western Europe,150,155
Vorarlberg Milch eGen,Ländle Weinkäse,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,Austria,,5247,AUT,40,Europe,Western Europe,150,155
Rupp AG,Alma Hubaner Kaiser,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Austria,,5247,AUT,40,Europe,Western Europe,150,155
Vorarlberg Milch eGen,Ländle Klostertaler,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Austria,,5247,AUT,40,Europe,Western Europe,150,155
furore GmbH,furore Bregenzerwälder Heuwiesenkäse,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Austria,,5247,AUT,40,Europe,Western Europe,150,155
Berglandmilch eGen,Schärdinger Dachsteiner,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Austria,,5247,AUT,40,Europe,Western Europe,150,155
Obersteirische Molkerei eGen,Rahmsteirer,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Austria,,5247,AUT,40,Europe,Western Europe,150,155
Vorarlberg Milch eGen,Ländle Mostkäse,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Austria,,5247,AUT,40,Europe,Western Europe,150,155
Vorarlberg Milch eGen,Ländle Arlberger,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Austria,,5247,AUT,40,Europe,Western Europe,150,155
Sennerei Bezau-Oberdorf reg.Gen.m.b.H.,Bregenzerwälder Bergkäse 12-14 Mte. gereift,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Austria,,5247,AUT,40,Europe,Western Europe,150,155
Almenland Stollenkaese GmbH,Teichalmer ripened 5 months,GOLD,Any other semi – hard Cows' milk cheese not in any other class,Austria,,5247,AUT,40,Europe,Western Europe,150,155
Vorarlberg Milch eGen,Ländle Klostertaler extra-reif,GOLD,Any other semi – hard Cows' milk cheese not in any other class,Austria,,5247,AUT,40,Europe,Western Europe,150,155
Obersteirische Molkerei eGen,Spielberger,GOLD,Any other semi – hard Cows' milk cheese not in any other class,Austria,,5247,AUT,40,Europe,Western Europe,150,155
Serra das Anta,SERRA DAS ANTAS – BUENO - TIPO COMTÉ,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Brazil,,5247,BRA,76,Americas,South America,19,5
Pomerode Alimento,Vale do Testo Vermont 6 Meses,GOLD,Any other semi – hard Cows' milk cheese not in any other class,Brazil,,5247,BRA,76,Americas,South America,19,5
Fromages CDA,Miranda,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,Canada,,5247,CAN,124,Americas,Northern America,19,21
Fromages CDA,Vacherin Fri-Charco,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Canada,,5247,CAN,124,Americas,Northern America,19,21
Fromages CDA,Mont Sain-Benoît,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Canada,,5247,CAN,124,Americas,Northern America,19,21
Fromages CDA,Fontina,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Canada,,5247,CAN,124,Americas,Northern America,19,21
Andre Juustufarm OÜ,Andre Musc Old,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Estonia,,5247,EST,233,Europe,Northern Europe,150,154
ONETIK,Tomme du Sud Ouest,GOLD,Any other semi – hard Cows' milk cheese not in any other class,France,,5247,FRA,250,Europe,Western Europe,150,155
Groupe Le Meunier,Tomme aux Fleurs,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Germany,,5247,DEU,276,Europe,Western Europe,150,155
Bio-Schaukaeserei Wiggensbach,Allgaeuer Gluecksmomente D'Wuerzige  View  Stockists,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Germany,,5247,DEU,276,Europe,Western Europe,150,155
Gebr. Baldauf GmbH & Co. KG,Baldauf Bauernkäse,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Germany,,5247,DEU,276,Europe,Western Europe,150,155
Bio-Schaukaeserei Wiggensbach,Allgaeuer Gluecksmomente D'Kraeftige  View  Stockists,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Germany,,5247,DEU,276,Europe,Western Europe,150,155
Sulzberger Käserebellen Sennerei GmbH,Hay Flower Rebel,GOLD,Any other semi – hard Cows' milk cheese not in any other class,Germany,,5247,DEU,276,Europe,Western Europe,150,155
Tyrokomia Naxou Emm.V. Koufopoulo,GALATERO KOUFOPOULOS,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Greece,,5247,GRC,300,Europe,Southern Europe,150,39
Vászolyi Sajtmanufaktúra,"""Balaton"" semi-hard cheese",BRONZE,Any other semi – hard Cows' milk cheese not in any other class,Hungary,,5247,HUN,348,Europe,Eastern Europe,150,151
Csiz Sajtmuhely Kf,Baracska semi-hard cheese,SUPER GOLD,Any other semi – hard Cows' milk cheese not in any other class,Hungary,,5247,HUN,348,Europe,Eastern Europe,150,151
Deliziosa,TRULLOCCHIATO,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,Italy,,5247,ITA,380,Europe,Southern Europe,150,39
Latterie Vicentine Sca - Cheeseitaly,Brenta selezione oro,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,Italy,,5247,ITA,380,Europe,Southern Europe,150,39
Lattebusch,Pennanera,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,Italy,,5247,ITA,380,Europe,Southern Europe,150,39
Nuova Distribuzione srl,CACIOCAVALLO SEASONED IN CAVE,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Italy,,5247,ITA,380,Europe,Southern Europe,150,39
SAN PATRIGNANO SOCIETA' AGRICOLA COOPERATIVA SOCIALE,MUCCHINO SAN PATRIGNANO,GOLD,Any other semi – hard Cows' milk cheese not in any other class,Italy,,5247,ITA,380,Europe,Southern Europe,150,39
Penaud Alm – Schnal,Bergkönig 2018,GOLD,Any other semi – hard Cows' milk cheese not in any other class,Italy,,5247,ITA,380,Europe,Southern Europe,150,39
CASEIFICIO STELLA DICECCA,PALLONE DI GRAVINA,GOLD,Any other semi – hard Cows' milk cheese not in any other class,Italy,,5247,ITA,380,Europe,Southern Europe,150,39
"Cheese Professional Association, Japan",TAKAra no TOKERU  View  Stockists,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,Japan,,5247,JPN,392,Asia,Eastern Asia,142,30
"Cheese Professional Association, Japan",Raclette  View  Stockists,GOLD,Any other semi – hard Cows' milk cheese not in any other class,Japan,,5247,JPN,392,Asia,Eastern Asia,142,30
"Cheese Professional Association, Japan",Niseko MOMIJI  View  Stockists,SUPER GOLD,Any other semi – hard Cows' milk cheese not in any other class,Japan,,5247,JPN,392,Asia,Eastern Asia,142,30
Milchhof AG,Liechtensteiner fürstlich gut Käse nussig,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Liechtenstein,,5247,LIE,438,Europe,Western Europe,150,155
Milchhof AG,Liechtensteiner fürstlich gut Käse herzhaft,GOLD,Any other semi – hard Cows' milk cheese not in any other class,Liechtenstein,,5247,LIE,438,Europe,Western Europe,150,155
Kaashandel Remijn,Eylander Old Bio  View  Stockists,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,Netherlands,,5247,NLD,528,Europe,Western Europe,150,155
Kaashandel Remijn,Truffano truffle cheese 50+  View  Stockists,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,Netherlands,,5247,NLD,528,Europe,Western Europe,150,155
Royal FrieslandCampina,Old Dutch Master,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Netherlands,,5247,NLD,528,Europe,Western Europe,150,155
Royal FrieslandCampina,Twente Bunkerkaas Koe,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Netherlands,,5247,NLD,528,Europe,Western Europe,150,155
Royal FrieslandCampina,Skylger,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Netherlands,,5247,NLD,528,Europe,Western Europe,150,155
Cono Kaasmakers (Beemster Cheese),Beemster Royaal Grand Cru,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Netherlands,,5247,NLD,528,Europe,Western Europe,150,155
Kaashandel Remijn,Slob Ruby  View  Stockists,SUPER GOLD,Any other semi – hard Cows' milk cheese not in any other class,Netherlands,,5247,NLD,528,Europe,Western Europe,150,155
Royal FrieslandCampina,Parrano Robusto,SUPER GOLD,Any other semi – hard Cows' milk cheese not in any other class,Netherlands,,5247,NLD,528,Europe,Western Europe,150,155
TINE SA,TINE Norsk Alpeost vellagret,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,Norway,,5247,NOR,578,Europe,Northern Europe,150,154
Myrdal Gard,Myrdal Fjellost,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Norway,,5247,NOR,578,Europe,Northern Europe,150,154
Kmetija Pustotnik d.o.o.,Kosec,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Slovenia,,5247,SVN,705,Europe,Southern Europe,150,39
Queseria Artesanal Tres Valles Pasiego,GRAN MARCELA  View  Stockists,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,Spain,,5247,ESP,724,Europe,Southern Europe,150,39
"QUESOS SUBAIDA, S.L.",SEMICURADO SUBAIDA,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,Spain,,5247,ESP,724,Europe,Southern Europe,150,39
Queseria Artesanal Siete Villa,DEVA,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,Spain,,5247,ESP,724,Europe,Southern Europe,150,39
Corporación Alimentaria Peñasanta SA (CAPSA),Queso Bola Larsa,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,Spain,,5247,ESP,724,Europe,Southern Europe,150,39
"QUESOS TORRALBA, S.L.U",QUESO MAHON ARTESANO TORRALBA SEMICURADO,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Spain,,5247,ESP,724,Europe,Southern Europe,150,39
Son Vives SRM,QUESO SEMICURADO MAHON MENORCA SON VIVES DE FERRERIAS.,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Spain,,5247,ESP,724,Europe,Southern Europe,150,39
Son Piris S.R.M,Queso Artesano SON PIRIS,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Spain,,5247,ESP,724,Europe,Southern Europe,150,39
Queserías del eume S.L.,Mirador do Eume  View  Stockists,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Spain,,5247,ESP,724,Europe,Southern Europe,150,39
Queixeria Cas Leiras SL,DOP SAN SIMON DA COSTA CASLEIRAS,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Spain,,5247,ESP,724,Europe,Southern Europe,150,39
Fermentos Galegos S.L.,Doplata,GOLD,Any other semi – hard Cows' milk cheese not in any other class,Spain,,5247,ESP,724,Europe,Southern Europe,150,39
Queronsa S.L.,Queso Rueda de Vaca,GOLD,Any other semi – hard Cows' milk cheese not in any other class,Spain,,5247,ESP,724,Europe,Southern Europe,150,39
Almnäs Bruk AB,Wrångebäck cheese,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,Sweden,,5247,SWE,752,Europe,Northern Europe,150,154
Molkerei Davos Betriebs AG,Davoser Rahmkäse  View  Stockists,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,Switzerland,,5247,CHE,756,Europe,Western Europe,150,155
Emmi Group,KALTBACH Rahmkäse,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,Switzerland,,5247,CHE,756,Europe,Western Europe,150,155
Emmi Group,St. Galler Klosterkäse,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,Switzerland,,5247,CHE,756,Europe,Western Europe,150,155
Lustenberger + Dürst SA,Lustenberger 1862 creamy-extra tangy,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,Switzerland,,5247,CHE,756,Europe,Western Europe,150,155
Walo von Mühlenen Ltd,L'Antoine de Fribourg,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,Switzerland,,5247,CHE,756,Europe,Western Europe,150,155
Güntensperger Käse AG,Swiss Lady  View  Stockists,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,Switzerland,,5247,CHE,756,Europe,Western Europe,150,155
Cremo SA,Douce Cécile,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,Switzerland,,5247,CHE,756,Europe,Western Europe,150,155
Lustenberger + Dürst SA,LeSuperbe Raclette Gourmet,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Switzerland,,5247,CHE,756,Europe,Western Europe,150,155
Lustenberger + Dürst SA,LeSuperbe Château Heitenried,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Switzerland,,5247,CHE,756,Europe,Western Europe,150,155
Molkerei Davos Betriebs AG,Davoser Raclette  View  Stockists,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Switzerland,,5247,CHE,756,Europe,Western Europe,150,155
Emmi Group,Fricktaler Gourmetkäse,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Switzerland,,5247,CHE,756,Europe,Western Europe,150,155
Cremo SA,Raclette Mazot Classic,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Switzerland,,5247,CHE,756,Europe,Western Europe,150,155
Käserei Studer AG,Der scharfe Maxx  View  Stockists,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Switzerland,,5247,CHE,756,Europe,Western Europe,150,155
Simmental Switzerland AG,Simmental Halbhartkäse (4-6 month)  View  Stockists,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Switzerland,,5247,CHE,756,Europe,Western Europe,150,155
Cremo SA,Vacherin Fribourgeois AOP Rustic,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Switzerland,,5247,CHE,756,Europe,Western Europe,150,155
Güntensperger Käse AG,Firstkönig  View  Stockists,SILVER,Any other semi – hard Cows' milk cheese not in any other class,Switzerland,,5247,CHE,756,Europe,Western Europe,150,155
Emmi Group,KALTBACH Creamy,GOLD,Any other semi – hard Cows' milk cheese not in any other class,Switzerland,,5247,CHE,756,Europe,Western Europe,150,155
Molkerei Davos Betriebs AG,Bündner Steinbock rezent  View  Stockists,GOLD,Any other semi – hard Cows' milk cheese not in any other class,Switzerland,,5247,CHE,756,Europe,Western Europe,150,155
Lustenberger + Dürst SA,Lustenberger 1862 aromatic-savory,GOLD,Any other semi – hard Cows' milk cheese not in any other class,Switzerland,,5247,CHE,756,Europe,Western Europe,150,155
Urnäscher Milchspezialitäten AG,Urnäscher Brauchtumskäse,GOLD,Any other semi – hard Cows' milk cheese not in any other class,Switzerland,,5247,CHE,756,Europe,Western Europe,150,155
Cremo SA,Vacherin Fribourgeois AOP Classic,GOLD,Any other semi – hard Cows' milk cheese not in any other class,Switzerland,,5247,CHE,756,Europe,Western Europe,150,155
Chascharia Val Müstair,"Rahmkäse Gran Cru, ""Tea Fondada""",GOLD,Any other semi – hard Cows' milk cheese not in any other class,Switzerland,,5247,CHE,756,Europe,Western Europe,150,155
Emmi Group,Berner Käse,GOLD,Any other semi – hard Cows' milk cheese not in any other class,Switzerland,,5247,CHE,756,Europe,Western Europe,150,155
Lustenberger + Dürst SA,LeSuperbe Diabolo Gourmet,GOLD,Any other semi – hard Cows' milk cheese not in any other class,Switzerland,,5247,CHE,756,Europe,Western Europe,150,155
Molkerei Davos Betriebs AG,Bear valley  View  Stockists,SUPER GOLD,Any other semi – hard Cows' milk cheese not in any other class,Switzerland,,5247,CHE,756,Europe,Western Europe,150,155
Village Maid Ch,Heckfield  View  Stockists,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,United Kingdom,Berkshire,5247,GBR,826,Europe,Northern Europe,150,154
Lynher Dairies Cheese Company,Cornish Yarg  View  Stockists,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,United Kingdom,Cornwall,5247,GBR,826,Europe,Northern Europe,150,154
Sweet Grass Dairy,Thomasville Tomme  View  Stockists,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,USA,,5247,USA,840,Americas,Northern America,19,21
Schnabeltier,Rochester Raclette-style cheese,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,USA,,5247,USA,840,Americas,Northern America,19,21
Schnabeltier,Bliss,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,USA,,5247,USA,840,Americas,Northern America,19,21
Rogue Creamery,Touvelle Cheese,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,USA,,5247,USA,840,Americas,Northern America,19,21
Dairy Farmers of America,Colby Jack,BRONZE,Any other semi – hard Cows' milk cheese not in any other class,USA,,5247,USA,840,Americas,Northern America,19,21
Gebrüeder Woerle Ges.m.b.H.,Woerle Premium Bergkäse aus Heumilch - Woerle Premium Bergkäse made from Hay Milk,BRONZE,Any other hard Cows' milk cheese not in any other class,Austria,,5248,AUT,40,Europe,Western Europe,150,155
Erlebnissennerei Zillertal KG,ZILLERTALER TRUEFFEL-EDELSTEIN,BRONZE,Any other hard Cows' milk cheese not in any other class,Austria,,5248,AUT,40,Europe,Western Europe,150,155
Almenland Stollenkaese GmbH,Gösser Bierkaese,BRONZE,Any other hard Cows' milk cheese not in any other class,Austria,,5248,AUT,40,Europe,Western Europe,150,155
Berglandmilch eGen,Tirol Milch Tiroler Felsenkeller Käse,BRONZE,Any other hard Cows' milk cheese not in any other class,Austria,,5248,AUT,40,Europe,Western Europe,150,155
Berglandmilch eGen,Tirol Milch Tiroler Weinzirler,BRONZE,Any other hard Cows' milk cheese not in any other class,Austria,,5248,AUT,40,Europe,Western Europe,150,155
Obersteirische Molkerei eGen,Kronprinz Rudolf,BRONZE,Any other hard Cows' milk cheese not in any other class,Austria,,5248,AUT,40,Europe,Western Europe,150,155
SalzburgMilch GmbH,SalzburgMilch Premium Heujuwel,BRONZE,Any other hard Cows' milk cheese not in any other class,Austria,,5248,AUT,40,Europe,Western Europe,150,155
Gmundner Molkerei eGen (mbH),Gmundner Milch Gmundner Berg Premium 4 Monate gereift,BRONZE,Any other hard Cows' milk cheese not in any other class,Austria,,5248,AUT,40,Europe,Western Europe,150,155
Gmundner Molkerei eGen (mbH),Gmundner Milch Traunseer,SILVER,Any other hard Cows' milk cheese not in any other class,Austria,,5248,AUT,40,Europe,Western Europe,150,155
SalzburgMilch GmbH,SalzburgMilch Premium Bergkäse,SILVER,Any other hard Cows' milk cheese not in any other class,Austria,,5248,AUT,40,Europe,Western Europe,150,155
Berglandmilch eGen,Schärdinger Bio Bergfex,SILVER,Any other hard Cows' milk cheese not in any other class,Austria,,5248,AUT,40,Europe,Western Europe,150,155
Berglandmilch eGen,Schärdinger Affineur Le Rosé,SILVER,Any other hard Cows' milk cheese not in any other class,Austria,,5248,AUT,40,Europe,Western Europe,150,155
Gmundner Molkerei eGen (mbH),Gmundner Milch Atterseer,GOLD,Any other hard Cows' milk cheese not in any other class,Austria,,5248,AUT,40,Europe,Western Europe,150,155
Obersteirische Molkerei eGen,Steirischer Bergkäse,GOLD,Any other hard Cows' milk cheese not in any other class,Austria,,5248,AUT,40,Europe,Western Europe,150,155
Andechser Molkerei Scheitz GmbH,ANDECHSER NATUR Bio-Bergblumenkäse (Organic mountain flower cheese),GOLD,Any other hard Cows' milk cheese not in any other class,Austria,,5248,AUT,40,Europe,Western Europe,150,155
Obersteirische Molkerei eGen,Weinkäse,GOLD,Any other hard Cows' milk cheese not in any other class,Austria,,5248,AUT,40,Europe,Western Europe,150,155
Berglandmilch eGen,Tirol Milch Tiroler Bergkäse PDO,GOLD,Any other hard Cows' milk cheese not in any other class,Austria,,5248,AUT,40,Europe,Western Europe,150,155
Gmundner Molkerei eGen (mbH),Gmundner Milch Gmundner Berg Premium 6 Monate gereift,GOLD,Any other hard Cows' milk cheese not in any other class,Austria,,5248,AUT,40,Europe,Western Europe,150,155
MALKO GmbH,Glockner-Taler,SUPER GOLD,Any other hard Cows' milk cheese not in any other class,Austria,,5248,AUT,40,Europe,Western Europe,150,155
EKO SIR PUDA,Livanjski sir,BRONZE,Any other hard Cows' milk cheese not in any other class,Bosnia and Herzegovina,,5248,BIH,70,Europe,Southern Europe,150,39
Mljekara Livno d.o.o.,Livanjski sir,SILVER,Any other hard Cows' milk cheese not in any other class,Bosnia and Herzegovina,,5248,BIH,70,Europe,Southern Europe,150,39
Serra das Anta,SERRA DAS ANTAS – PARMESÃO,BRONZE,Any other hard Cows' milk cheese not in any other class,Brazil,,5248,BRA,76,Americas,South America,19,5
Fazenda Atalaia,Tulha  View  Stockists,BRONZE,Any other hard Cows' milk cheese not in any other class,Brazil,,5248,BRA,76,Americas,South America,19,5
Fromages CDA,La meule des Champs,SILVER,Any other hard Cows' milk cheese not in any other class,Canada,,5248,CAN,124,Americas,Northern America,19,21
Agrolaguna DD,Istarski kravlji sir,BRONZE,Any other hard Cows' milk cheese not in any other class,Croatia,,5248,HRV,191,Europe,Southern Europe,150,39
Andre Juustufarm OÜ,Andre Excellent,SILVER,Any other hard Cows' milk cheese not in any other class,Estonia,,5248,EST,233,Europe,Northern Europe,150,154
Sodiaal,Entremont Comté PDO - 200gr,BRONZE,Any other hard Cows' milk cheese not in any other class,France,,5248,FRA,250,Europe,Western Europe,150,155
Sodiaal,Entremont Saint Mont des Alpes - 200g,BRONZE,Any other hard Cows' milk cheese not in any other class,France,,5248,FRA,250,Europe,Western Europe,150,155
Savencia Fromage & Dairy,Mont Roc,BRONZE,Any other hard Cows' milk cheese not in any other class,France,,5248,FRA,250,Europe,Western Europe,150,155
Sulzberger Käserebellen Sennerei GmbH,Artisanal Mountain Cheese 12 month,SILVER,Any other hard Cows' milk cheese not in any other class,Germany,,5248,DEU,276,Europe,Western Europe,150,155
Gebr. Baldauf GmbH & Co. KG,Baldauf Alpkäse,SILVER,Any other hard Cows' milk cheese not in any other class,Germany,,5248,DEU,276,Europe,Western Europe,150,155
Sulzberger Käserebellen Sennerei GmbH,Organic Mountain Rebel,GOLD,Any other hard Cows' milk cheese not in any other class,Germany,,5248,DEU,276,Europe,Western Europe,150,155
Bio-Schaukaeserei Wiggensbach,Allgaeuer Hornkaese  View  Stockists,GOLD,Any other hard Cows' milk cheese not in any other class,Germany,,5248,DEU,276,Europe,Western Europe,150,155
Gebr. Baldauf GmbH & Co. KG,Baldauf Alpkäse Reserve,GOLD,Any other hard Cows' milk cheese not in any other class,Germany,,5248,DEU,276,Europe,Western Europe,150,155
Tyrokomia Naxou Emm.V. Koufopoulo,GRAVIERA WITH BLACK TRUFFLE,BRONZE,Any other hard Cows' milk cheese not in any other class,Greece,,5248,GRC,300,Europe,Southern Europe,150,39
Nuova Castelli S.p.A.,Hard cheese,BRONZE,Any other hard Cows' milk cheese not in any other class,Hungary,,5248,HUN,348,Europe,Eastern Europe,150,151
Cooperativa Produttori Latte e Fontina Scarl - CheeseItaly,Fontina Dop,BRONZE,Any other hard Cows' milk cheese not in any other class,Italy,,5248,ITA,380,Europe,Southern Europe,150,39
Lattebusch,Piave DOP Vecchio Selezione Oro,BRONZE,Any other hard Cows' milk cheese not in any other class,Italy,,5248,ITA,380,Europe,Southern Europe,150,39
Pezzetta,LATTERIA DI GROTTA,BRONZE,Any other hard Cows' milk cheese not in any other class,Italy,,5248,ITA,380,Europe,Southern Europe,150,39
Brazzale S.p.A.,Gran Moravia Hard Cheese,SILVER,Any other hard Cows' milk cheese not in any other class,Italy,,5248,ITA,380,Europe,Southern Europe,150,39
LATTERIA MORO DI MORO SERGIO,UBRIACO ALL'AMARONE DELLA VALPOLICELLA DOCG,SILVER,Any other hard Cows' milk cheese not in any other class,Italy,,5248,ITA,380,Europe,Southern Europe,150,39
Milchhof AG,Liechtensteiner fürstlich gut Käse würzig,BRONZE,Any other hard Cows' milk cheese not in any other class,Liechtenstein,,5248,LIE,438,Europe,Western Europe,150,155
Zemaitijos Pienas SC,"Hard cheese ""Džiugas"" 40 % fat in dry matter, ripened 24 month, Delicate, 180 g",SILVER,Any other hard Cows' milk cheese not in any other class,Lithuania,,5248,LTU,440,Europe,Northern Europe,150,154
Zemaitijos Pienas SC,"Hard cheese ""Džiugas"" 40 % fat in dry matter, ripened 36 month, Gourmet, 180 g",GOLD,Any other hard Cows' milk cheese not in any other class,Lithuania,,5248,LTU,440,Europe,Northern Europe,150,154
MAAZ Cheese B.V.,Montana Intenso,SUPER GOLD,Any other hard Cows' milk cheese not in any other class,Netherlands,,5248,NLD,528,Europe,Western Europe,150,155
Pingo Doc,Queijo Ilha São Jorge DOP Pingo Doce  View  Stockists,BRONZE,Any other hard Cows' milk cheese not in any other class,Portugal,,5248,PRT,620,Europe,Southern Europe,150,39
Klein River Ch,Mature Gruberg,GOLD,Any other hard Cows' milk cheese not in any other class,South Africa,,5248,ZAF,710,Africa,Southern Africa,2,18
"QUESOS SUBAIDA, S.L.",CURADO SUBAIDA,BRONZE,Any other hard Cows' milk cheese not in any other class,Spain,,5248,ESP,724,Europe,Southern Europe,150,39
"Formatgeria Muuu Beee, Fundació MAP",El Pilós,BRONZE,Any other hard Cows' milk cheese not in any other class,Spain,,5248,ESP,724,Europe,Southern Europe,150,39
Son Vives SRM,QUESO CURADO MAHON MENORCA SON VIVES DE FERRERIAS.,BRONZE,Any other hard Cows' milk cheese not in any other class,Spain,,5248,ESP,724,Europe,Southern Europe,150,39
Quesos Gomber,VACA ORO,BRONZE,Any other hard Cows' milk cheese not in any other class,Spain,,5248,ESP,724,Europe,Southern Europe,150,39
